row_index,variety,approval_no,approval_year,level,province,is_hybrid,three_line,two_line,subspecies,season_hint,region_group,yield_2yr_kg_mu,yield_gain_pct,ck,yield_prod_kg_mu,gain_prod_pct,duration_d,duration_diff_d,plant_height_cm,panicles_10k_mu,panicle_len_cm,grains_per_panicle,seed_setting_pct,tgw_g,blast_index_mean,blast_index_max,neck_blast_loss_max_grade,blast_text,blb_grade,blb_text,bph_grade,heat_text,cold_text,head_rice_pct,chalkiness_deg_pct,chalky_grain_pct,amylose_pct,gel_mm,lw_ratio,alkali,quality_grade,quality_std,is_winall,applicant,source_text_len
5771,圣香糯1号,鲁审稻20196011,2019.0,省审,鲁,True,False,False,,,,,,圣稻2572,609.1,5.9,162.0,,89.6,22.5,15.5,,85.9,25.0,,,,感稻瘟病,,,,,,67.5,,,1.4,100.0,1.65,7.0,,,False,山东省水稻研究所、山东省农业科学院生物技术研究中心。,428
5772,两优5078,国审稻20196104,2019.0,国审,,True,False,True,籼,中籼,,668.7,8.9,丰两优四号,649.9,6.1,133.9,0.6,120.5,18.0,24.4,193.7,83.4,24.2,,,3.0,中抗稻瘟病,5.0,中感白叶枯病,7.0,抽穗期耐热性3级,,62.2,2.5,19.0,13.2,68.0,3.3,,3.0,《食用稻品种品质》,False,合肥丰乐种业股份有限公司,438
5773,桃湘优美晶,国审稻20196149,2019.0,国审,,True,True,False,籼,双季,长江中下游晚籼早熟组,591.3,1.75,五优308,610.3,1.08,115.9,-0.6,109.3,20.9,24.1,154.2,82.0,24.6,,,7.0,感稻瘟病,9.0,高感白叶枯病,9.0,,耐冷性7级,56.8,2.7,12.0,16.1,60.0,3.9,,2.0,《食用稻品种品质》,False,湖南桃花源农业科技股份有限公司,452
5774,苏糯7132,苏审稻20210089,2021.0,省审,苏,False,False,False,粳,,,724.8,4.0,武运粳23,691.4,3.7,153.2,-1.8,100.1,22.6,,125.8,94.4,27.4,,,,中抗稻瘟病,,中感白叶枯病,,,,67.0,,,1.6,100.0,1.8,,2.0,《食用稻品种品质》,False,,428
5775,绿银占,国审稻20216038,2021.0,国审,,False,False,False,籼,中稻,长江上游中籼迟熟组,,,,,3.48,149.7,,107.1,15.8,23.0,,89.2,26.4,,,5.0,中感稻瘟病,,,9.0,抽穗期耐热性较 强,耐冷性一般,67.6,1.7,,15.5,,3.2,6.5,2.0,《食用稻品种品质》,False,,522
5776,野香优雅禾,川审稻20222033,2022.0,省审,川,True,True,False,籼,,四川鼎盛高智水稻试验联合体迟熟组,583.91,5.2,宜香优2115,566.62,1.99,146.7,,123.0,15.3,24.4,,87.3,25.2,,,,中感稻瘟病,,,,,,53.6,0.5,4.0,14.9,74.0,3.2,6.8,3.0,《食用稻品种品质》,False,,623
5777,盛优玉丝苗,国审稻20220171,2022.0,国审,,True,True,False,籼,中稻,长江中下游中籼迟熟组,647.6,3.7,,664.5,4.8,128.2,,116.7,18.7,23.5,188.7,85.4,23.6,,,5.0,中感稻瘟病,7.0,感白叶枯病,9.0,,,56.1,2.0,,16.5,62.0,4.4,6.8,2.0,《食用稻品种品质》,False,湖南鑫盛华丰种业科技有限公司,476
5778,早籼616,皖稻2014001,2014.0,省审,皖,False,False,False,,,,,,中早35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,马鞍山神农种业有限责任公司,58
5779,韵两优633,国审稻20186138,2018.0,国审,,True,False,True,籼,双季,华南感光晚籼组,477.42,4.04,博优998,481.59,3.0,119.3,,108.0,16.8,23.1,158.4,79.3,24.9,,,3.0,中抗稻瘟病,,感白叶枯病,,,,66.5,2.4,11.0,15.4,63.0,3.1,,2.0,《食用稻品种品质》,False,,427
5780,荃优510,国审稻20196125,2019.0,国审,,True,True,False,籼,中稻,,664.84,7.14,丰两优四号,645.37,4.82,132.1,-1.4,122.1,16.7,25.4,197.9,86.3,25.4,,,5.0,中感稻瘟病,5.0,中感白叶枯病,9.0,抽穗期耐热性3级,,62.6,3.8,9.0,14.9,78.0,3.1,,3.0,《食用稻品种品质》,True,湖北省种子集团有限公司,462
5781,南粳59,苏审稻20210068,2021.0,省审,苏,False,False,False,粳,,,727.5,3.8,,700.2,5.0,155.5,-2.1,102.5,20.1,,141.8,93.6,28.1,,,,中感稻瘟病,,,,,,72.9,0.8,11.0,15.1,70.0,2.2,,1.0,《食用稻品种品质》,False,,460
5782,D 两优 8612,国审稻20216047,2021.0,国审,,True,False,True,籼,中稻,长江上游中籼迟熟组,,,,,3.3,150.7,,117.7,15.8,24.3,197.6,86.9,25.9,,,5.0,中感稻瘟病,,,9.0,,耐冷性较强,70.4,3.9,,15.8,52.0,3.0,5.0,3.0,《食用稻品种品质》,False,,529
5783,扬香玉7016,苏审稻20220019,2022.0,省审,苏,False,False,False,粳,,江苏省早熟晚粳稻早熟组,718.8,6.0,常农粳8号,686.7,3.5,151.6,-2.4,99.5,20.9,,138.8,93.0,27.0,,,3.0,中感稻瘟病,,,,,,72.5,5.9,27.0,11.5,90.0,1.7,,,,False,,460
5784,徽两优19香,皖审稻2023,2023.0,省审,皖,True,False,True,籼,中籼,,,,品种,616.6,4.75,137.9,-1.4,117.3,16.6,,199.7,80.9,24.6,,,,中感稻瘟病,,感白叶枯病,,抽穗期耐热性3级,,,,,,,,,,部标,False,安徽瑞沃农业科技有限公司,447
5785,粤丰新占,粤审稻2012003,2012.0,省审,粤,False,False,False,,,,,,种粤香占分别,520.65,14.77,,,,,,,80.6,,,,,中抗稻瘟病,,中感白叶枯病,,,,42.3,4.5,14.0,26.8,,3.0,,,,False,广东省农业科学院水稻研究所,546
5786,合丰丝苗,粤审稻2012004,2012.0,省审,粤,False,False,False,,,,,,种优优128分别,506.16,9.45,132.0,,,,,,81.9,,,,,中抗稻瘟病,,中抗白叶枯病,,,,38.2,29.1,46.0,26.3,,3.2,,,,False,广东省农业科学院水稻研究所,535
5787,红丝苗,粤审稻2014047,2014.0,省审,粤,False,False,False,,,,,,种红荔丝苗分别,474.94,7.18,,,,,,,75.8,,,,,中抗稻瘟病,,中感白叶枯病,,,,55.9,0.3,4.0,13.6,,3.3,,3.0,国标,False,广东省农业科学院水稻研究所,534
5788,豪两优996,皖稻2015002,2015.0,省审,皖,False,False,False,,,,,,,,,139.0,,127.0,15.9,,196.0,85.0,27.8,,,,,,,,,,,,,,,,,,,False,,233
5789,惠两优3456,皖稻2016029,2016.0,省审,皖,True,False,True,,,,,,,,6.4,140.0,,127.5,14.2,,229.6,83.2,28.1,,,,,,,,,,,,,,,,,,,False,,277
5790,天两优682,国审稻20186116,2018.0,国审,,True,False,True,籼,双季,晚籼早熟组,594.44,3.23,五优308,612.12,5.78,114.2,,101.1,17.8,22.4,166.8,85.0,27.4,,,7.0,感稻瘟病,,感白叶枯病,,,耐冷性较强,60.5,3.6,11.0,14.2,68.0,3.2,,3.0,《食用稻品种品质》,False,,435
5791,仁优国泰,国审稻20210253,2021.0,国审,,True,True,False,籼,中稻,长江中下游中籼迟熟组,652.65,4.44,丰两优四号,,,132.1,,113.4,17.6,25.2,167.5,86.3,26.1,,,7.0,感稻瘟病,7.0,,9.0,抽穗期耐热性较强,,58.8,1.0,,17.0,66.7,3.2,7.0,2.0,,False,,527
5792,芯香两优京贵占,湘审稻20230053,2023.0,省审,湘,True,False,True,籼,一季稻,湖南省潇湘联合体中稻迟熟二组,595.4,-0.3,,604.0,7.3,122.5,0.8,124.9,18.2,,171.1,81.1,25.7,,,,,,,,,,52.5,2.9,14.0,15.4,73.0,4.2,6.0,,,False,,448
5793,巨风优1098,鄂审稻2017023,2017.0,省审,鄂,True,True,False,籼,晚稻,,,,,,,116.9,-1.8,103.9,19.7,24.5,162.0,77.3,27.83,6.8,6.8,9.0,高感稻瘟病,7.0,感白叶枯病,,,,,,,,,,,,,False,,337
5794,两优5836,皖审稻2017012,2017.0,省审,皖,True,False,True,籼,中籼,,,,,,6.11,,,117.0,14.8,24.8,207.6,82.4,27.1,,,,中抗稻瘟病,,中抗白叶枯病,,,,,,,,,,,3.0,部标,False,安徽绿亿种业有限公司,445
5795,济优6377,国审稻20190143,2019.0,国审,,True,True,False,籼,双季,长江中下游晚籼早熟组,602.98,6.12,五优308,530.84,4.63,117.7,,109.9,20.8,22.5,153.9,81.3,25.1,,,5.0,中感稻瘟病,5.0,中感白叶枯病,9.0,,耐冷性5级,55.1,1.4,9.0,15.0,83.0,3.3,,2.0,《食用稻品种品质》,False,安陆市兆农育种创新中心,456
5796,保农6号,蒙审稻2021016,2021.0,省审,蒙,True,False,False,粳,,中早熟组,,,,578.7,17.1,,,102.0,,20.0,,,27.3,,,,,,,,,,67.1,0.5,2.0,,,2.4,,,,False,,509
5797,校博 19,国审稻20210399,2021.0,国审,,False,False,False,粳,,黄淮粳稻组,679.1,7.55,,,3.8,145.3,,95.4,19.2,16.6,144.7,90.3,27.3,,,5.0,中感稻瘟病,5.0,中感白叶枯病,,,,74.6,0.2,,17.6,78.0,1.8,7.0,1.0,《食用稻品种品质》,False,,497
5798,永丰优9802,桂审稻2014023,2014.0,省审,桂,True,True,False,,晚稻,桂南稻作区晚稻感光组,,,博优253,497.7,4.03,115.0,,102.7,16.5,25.3,178.4,76.9,24.5,7.0,7.0,,感稻瘟病,7.0,,,,,59.9,1.5,,14.6,82.0,3.4,,,,False,广东粤良种业有限公司,486
5799,兆丰优8008,桂审稻2014024,2014.0,省审,桂,True,True,False,,晚稻,桂南稻作区晚稻感光组,,,博优253,510.0,6.18,115.0,-4.0,105.4,15.5,24.0,166.0,84.9,24.5,6.5,6.5,,感稻瘟病,9.0,高感白叶枯病,,,,69.3,1.3,,13.4,68.0,2.9,,,,False,广西兆和种业有限公司,476
5800,金优957,鄂审稻2014012,2014.0,省审,鄂,True,True,False,籼,晚稻,,,,,,,118.6,1.4,103.7,20.3,24.4,152.3,73.3,27.4,5.7,5.7,,高感稻瘟病,7.0,感白叶枯病,,,,,,,,,,,,,False,,318
5801,盐粳927,,,,,False,False,False,粳,,辽宁省水稻中晚熟组,634.8,7.9,辽粳9号,693.7,18.2,,,102.4,,16.5,,,25.8,,,,,,,,,,,,,,,,,,,False,,250
5802,欣荣优186,赣审稻2015052,2015.0,省审,赣,True,True,False,,,,508.22,1.59,荣优463,,,112.5,,85.8,22.4,19.3,129.2,83.7,23.3,,,,高感稻瘟病,,,,,,,,,,88.0,2.8,,3.0,,False,江西先农种业有限公司,456
5803,恒丰优778,粤审稻20170026,2017.0,省审,粤,True,True,False,,,,,,种天优3618,489.67,1.35,,,,,,,87.5,,,,,抗稻瘟病,,感白叶枯病,,,,31.8,0.4,5.0,12.2,,3.2,,,,False,广东粤良种业有限公司,556
5804,金早239,国审稻20180005,2018.0,国审,,False,False,False,籼,双季,早籼早中熟组,518.67,4.87,中早35,500.91,3.63,113.6,,94.8,19.4,18.9,131.5,79.9,29.3,,,9.0,高感稻瘟病,,高感白叶枯病,,,,65.9,21.8,94.0,26.8,48.0,2.1,,,,False,,412
5805,冈8优316,国审稻20196134,2019.0,国审,,True,True,False,籼,中稻,长江中下游中籼迟熟组,666.38,7.31,丰两优四号,662.32,6.54,132.8,-1.4,125.1,14.2,26.0,216.6,85.0,28.1,,,9.0,高感稻瘟病,9.0,高感白叶枯病,9.0,抽穗期耐热性3级,,65.4,12.1,61.3,23.4,35.0,2.6,,,,False,科荟种业股份有限公司,446
5806,荃9优220,苏审稻20210002,2021.0,省审,苏,True,True,False,籼,中籼,,659.2,3.8,Ⅱ优084,646.1,4.6,139.9,-3.5,120.8,17.0,,195.6,86.4,26.5,,,,中感稻瘟病,,,,,,62.3,5.8,,15.9,70.0,3.0,,,,False,,400
5807,连粳405,苏审稻20210027,2021.0,省审,苏,False,False,False,粳,,,646.9,5.2,苏秀867,651.7,5.6,141.7,-1.9,90.9,23.1,,127.4,91.3,27.0,,,,中感稻瘟病,,,,,,65.9,1.9,9.0,16.4,61.0,1.8,,3.0,《食用稻品种品质》,False,,456
5808,深优9787,粤审稻2013032,2013.0,省审,粤,True,True,False,,,,,,种优优122,431.98,6.18,,2.0,,,,,76.4,,,,,中抗稻瘟病,,感白叶枯病,,,,46.3,5.1,37.0,16.4,,3.1,,,,False,深圳市兆农农业科技有限公司,559
5809,中2优547,鄂审稻2013001,2013.0,省审,鄂,True,True,False,籼,早稻,,,,,,,115.1,0.8,92.3,18.8,22.2,139.6,80.0,25.37,6.8,6.8,,高感稻瘟病,5.0,中感白叶枯病,,,,,,,,,,,,,False,,319
5810,B两优141,豫审稻20180003,2018.0,省审,豫,True,False,True,,中籼,,,,丰两优四号,,5.1,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,False,安徽新安种业有限公司,342
5811,中两优 538,国审稻20216071,2021.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,671.54,5.16,丰两优四号,,,127.2,,116.3,17.8,25.3,207.5,89.9,22.1,,,5.0,中感稻瘟病,5.0,中感白叶枯病,9.0,抽穗期耐热性较强,,59.7,3.7,,21.5,50.0,3.2,6.5,3.0,,False,,530
5812,华湘油糯,湘审稻20220043,2022.0,省审,湘,False,False,False,籼,中稻,湖南省潇湘联合体中稻迟熟组,602.6,1.3,,573.8,1.5,129.4,-2.4,122.8,16.6,,176.4,86.8,24.7,,,,,,,,,,58.3,,1.0,3.7,100.0,3.2,6.0,,,False,,406
5813,香禾优1002,粤审稻20220097,2022.0,省审,粤,True,True,False,,,,,,种吉丰优1002分别,522.57,3.18,,,,,,,82.8,,,,,抗稻瘟病,,中感白叶枯病,,,,52.3,2.3,9.0,18.0,,3.5,7.0,2.0,部标,False,广东省农业科学院水稻研究所,520
5814,两优76,鄂审稻2013003,2013.0,省审,鄂,True,False,True,籼,早稻,,,,,,,111.1,-0.3,84.1,21.5,18.9,115.7,85.1,24.94,5.7,5.7,,高感稻瘟病,7.0,感白叶枯病,,,,,,,,,,,,,False,,322
5815,川优6203,鄂审稻2014007,2014.0,省审,鄂,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,四川省农业科学院作物研究所,52
5816,龙稻31,黑审稻2018005,2018.0,省审,黑,False,False,False,粳,,,,,,,8.7,,,96.0,,17.8,,,25.4,,,,,,,,,耐冷性鉴定结果：处,70.0,0.8,,,71.0,,,2.0,《优质稻谷》,False,黑龙江省农业科学院耕作栽培研究所,384
5817,旌3优808,国审稻20180113,2018.0,国审,,True,True,False,籼,中稻,长江中下游中籼迟熟组,656.13,7.9,丰两优四号,682.1,6.6,133.3,,127.0,16.0,25.3,215.1,80.2,25.5,,,5.0,中感稻瘟病,,中感白叶枯病,,抽穗期耐热性较弱,,68.4,6.4,21.0,13.3,74.0,3.2,,,,False,,413
5818,湘优269,国审稻20190025,2019.0,国审,,True,True,False,籼,双季,晚籼早熟组,621.31,5.64,五优308,590.73,7.99,119.1,-1.6,104.2,19.5,22.2,167.8,79.3,28.2,,,9.0,高感稻瘟病,9.0,高感白叶枯病,7.0,,耐冷性7级,63.8,3.9,29.0,15.5,82.0,3.0,,3.0,《优质稻谷》,False,安徽袁粮水稻产业有限公司,446
5819,星粳1号,皖审稻20200034,2020.0,省审,皖,False,False,False,粳,,,,,,,8.28,,,80.8,21.7,,129.1,85.2,28.1,,,,中抗稻瘟病,,中抗白叶枯病,,,,,,,,,,,3.0,部标,False,合肥市五星农业科技研究所,406
5820,巧两优超占,国审稻20200208,2020.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,678.36,5.14,丰两优四号,647.47,5.46,135.7,,127.2,16.8,23.5,207.6,84.5,24.3,,,,中感稻瘟病,5.0,中感白叶枯病,9.0,抽穗期耐热性较强,,67.7,1.1,,17.5,75.0,3.0,6.5,2.0,《食用稻品种品质》,False,安徽喜多收种业科技有限公司,455
5821,常农粳14号,国审稻20200272,2020.0,国审,,False,False,False,粳,单季,,597.28,2.48,嘉优5号,664.2,2.47,152.9,,97.5,19.8,16.3,152.1,86.9,25.4,,,5.0,感稻瘟病,5.0,中感白叶枯病,9.0,,,75.0,0.9,,16.6,74.0,1.9,7.0,1.0,《食用稻品种品质》,False,常熟市农业科学研究所,437
5822,瑞两优678,皖审稻20211031,2021.0,省审,皖,True,False,True,籼,中籼,,,,,,4.34,,,111.0,17.3,,199.4,86.1,23.3,,,,中抗稻瘟病,,中感白叶枯病,,,,,,,,,,,,部标,False,安徽国瑞种业有限公司,399
5823,连香糯516,苏审稻20210080,2021.0,省审,苏,False,False,False,粳,,,670.1,5.2,徐稻3号,677.5,5.3,147.3,-0.8,97.9,23.5,,139.3,91.5,26.4,,,,中感稻瘟病,,,,,,71.6,,,1.2,100.0,1.6,,1.0,《食用稻品种品质》,False,,420
5824,庆林粘90,吉审稻20210029,2021.0,省审,吉,False,False,False,,,,,,品种通粘一号,,6.1,,,111.8,21.4,18.8,,79.5,27.4,,,,,,,,,,64.0,,,0.7,,1.7,7.0,,《食用稻品种品质》,False,,555
5825,连粳 172,国审稻20210404,2021.0,国审,,False,False,False,粳,,黄淮粳稻组,,,,697.4,5.1,154.4,,93.6,23.2,16.0,134.1,90.8,23.6,,,3.0,中抗稻瘟病,5.0,中感白叶枯病,,,,68.2,2.4,,16.3,70.0,2.1,7.0,2.0,《食用稻品种品质》,False,,498
5826,圣稻23,鲁审稻20180002,2018.0,省审,鲁,True,False,False,粳,,,693.9,5.9,临稻10号,643.4,4.4,,,97.7,23.8,16.3,,86.7,27.1,,,,中感稻瘟病,,,,,,74.6,2.7,13.0,16.6,79.5,1.8,,,,False,山东省水稻研究所、山东省农业科学院生物技术研究中心,686
5827,荟丰优713,国审稻20196047,2019.0,国审,,True,True,False,籼,中稻,长江上游中籼迟熟组,627.43,5.05,F优498,632.25,2.52,148.9,1.9,109.6,15.3,21.8,205.6,83.0,26.2,,,7.0,感稻瘟病,,,9.0,抽穗期耐热性5级,耐冷性7级,61.0,2.7,13.7,14.4,87.0,3.2,,2.0,《食用稻品种品质》,False,科荟种业股份有限公司,459
5828,五优305,国审稻20206169,2020.0,国审,,True,True,False,籼,双季,长江中下游晚籼早熟组,617.0,4.2,五优308,632.7,2.6,118.9,,107.8,21.9,22.0,155.4,83.3,23.8,,,5.0,中感稻瘟病,7.0,感白叶枯病,9.0,,耐冷性较强,61.1,1.5,,19.3,64.7,3.4,5.5,3.0,《食用稻品种品质》,False,合肥丰乐种业股份有限公司,444
5829,川农优894,黔审稻2014002,2014.0,省审,黔,True,True,False,籼,,,638.96,5.25,（组内平均值）,649.38,10.91,153.7,,111.4,13.9,26.0,,79.2,31.8,,,,,,,,,耐冷性自然鉴定20,52.7,6.1,68.0,19.7,45.0,3.0,,,,False,,538
5830,鑫稻538,国审稻20170076,2017.0,国审,,False,False,False,粳,,国家黄淮粳稻组,663.52,6.59,徐稻3号,675.28,5.75,158.1,,106.4,21.7,16.5,146.7,85.7,25.5,,,5.0,,,,,,,68.9,4.0,17.0,17.6,60.0,,,3.0,《优质稻谷》,False,,406
5831,荃两优洁田丝苗,国审稻20216102,2021.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,665.24,4.42,丰两优四号,,,130.9,,119.4,15.9,23.5,198.0,85.2,26.0,,,9.0,高感稻瘟病,5.0,中感白叶枯病,9.0,抽穗期耐热性强,,60.9,4.0,,14.5,70.0,3.1,6.5,3.0,,False,,528
5832,春9两优0822,国审稻20220113,2022.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,638.8,7.6,,636.3,7.7,131.6,,118.3,15.3,24.5,206.3,83.3,26.9,,,3.0,中抗稻瘟病,7.0,感白叶枯病,9.0,,,58.5,10.0,,15.3,77.0,3.1,4.3,,,True,中国农业科学院深圳农业基因组研究所,444
5833,鄂早19,鄂审稻2016001,2016.0,省审,鄂,True,False,False,籼,早稻,,,,,,,116.0,1.8,92.0,21.1,21.1,119.2,76.5,29.53,5.6,5.6,7.0,感稻瘟病,5.0,中感白叶枯病,,,,,,,,,,,,,False,,329
5834,Y两优188,豫审稻2016008,2016.0,省审,豫,True,False,True,籼,,,,,Ⅱ优838,676.2,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,403
5835,粤泰油占,粤审稻20170004,2017.0,省审,粤,False,False,False,,,,,,种玉香油占,481.95,2.76,,,,,,,86.4,,,,,抗稻瘟病,,中抗白叶枯病,,,,60.5,0.2,1.0,14.2,78.0,3.2,,3.0,国标,False,广东省农业科学院水稻研究所,564
5836,蓉优33,国审稻20170005,2017.0,国审,,True,True,False,籼,中稻,长江上游中籼迟熟组,605.9,,F优498,600.5,5.5,157.0,2.8,113.7,14.9,25.2,206.4,75.6,27.4,,,,中感稻瘟病,,,7.0,,,62.8,0.9,7.0,17.2,82.0,2.9,,1.0,《优质稻谷》,False,,406
5837,晶两优1177,鄂审稻2017009,2017.0,省审,鄂,False,False,False,,中稻,,,,Ⅱ优明86,,,,,109.0,16.9,25.8,198.9,82.7,24.6,,,,抗稻瘟病,,,,,,63.5,3.4,11.0,13.5,79.0,3.1,,,,False,四川隆平高科种业有限公司,245
5838,安优美占,国审稻20186109,2018.0,国审,,True,True,False,籼,双季,晚籼早熟组,563.86,1.13,五优308,533.62,4.21,119.2,,105.5,18.7,22.5,170.8,80.6,24.7,,,7.0,感稻瘟病,,中感白叶枯病,,,耐冷性弱,59.0,0.6,9.0,21.3,61.0,3.2,,1.0,《优质稻谷》,False,,426
5839,仲旺丝苗,国审稻20206105,2020.0,国审,,False,False,False,籼,中稻,长江中下游中籼迟熟组,636.4,2.3,丰两优四号,624.7,1.7,131.1,,109.2,21.8,23.7,172.3,85.1,21.9,,,5.0,中感稻瘟病,5.0,中感白叶枯病,9.0,抽穗期耐热性差,,62.5,1.4,,18.3,68.0,3.2,7.0,2.0,《食用稻品种品质》,False,四川国豪种业股份有限公司,443
5840,志优金丝,国审稻20206185,2020.0,国审,,True,True,False,籼,双季,长江中下游晚籼早熟组,627.3,4.03,五优308,668.4,3.27,116.0,,112.8,19.7,23.4,162.6,78.5,24.7,,,5.0,中感稻瘟病,7.0,感白叶枯病,9.0,,耐冷性较弱,55.0,4.0,,17.3,77.0,4.2,5.0,3.0,《食用稻品种品质》,False,湖南桃花源农业科技股份有限公司,843
5841,金武粳1号,苏审稻20210005,2021.0,省审,苏,False,False,False,粳,,,668.7,5.4,苏秀867,669.8,4.4,139.4,-4.3,94.4,22.3,,,90.2,26.0,,,,中感稻瘟病,,,,,,70.7,3.4,18.0,14.4,72.0,2.0,,3.0,《食用稻品种品质》,False,,469
5842,安两优2号,湘审稻20244007,2024.0,省审,湘,True,False,True,籼,晚稻,湖南省湘种联合体镉低积累晚稻中熟组,586.0,3.2,,533.1,4.8,114.5,1.1,103.2,20.7,,151.2,83.1,25.0,,,,,,,,,,65.1,2.6,11.0,16.0,82.0,3.5,7.0,2.0,部颁,False,,506
5843,Y两优农占,粤审稻2009017,2009.0,省审,粤,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,13
5844,天优812,国审稻2016003,2016.0,国审,,True,True,False,籼,双季,华南早籼组,500.2,,天优998,544.4,13.3,124.9,2.4,106.9,15.4,22.6,159.3,84.2,28.8,,,,高感稻瘟病,9.0,高感白叶枯病,9.0,,,42.4,9.3,50.0,21.9,72.0,3.2,,,,False,,414
5845,乐两优1173,粤审稻20170032,2017.0,省审,粤,True,False,True,,,,,,种天优122,467.02,8.9,,3.0,,,,,82.1,,,,,高抗稻瘟病,,高感白叶枯病,,,,29.6,1.1,12.0,19.4,,3.2,,,,False,广东华农大种业有限公司,579
5846,隆两优1206,国审稻20176009,2017.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,660.1,,丰两优四号,644.5,4.2,141.1,1.4,123.9,16.5,24.6,188.3,82.9,26.0,,,,中感稻瘟病,5.0,中感白叶枯病,9.0,,,65.8,1.2,8.0,14.3,75.0,3.0,,,,False,,411
5847,株两优718,赣审稻20180004,2018.0,省审,赣,True,False,True,,,,515.37,2.36,中早35,,,111.6,,94.4,23.1,19.0,114.4,81.7,26.3,,,,高感稻瘟病,,,,,,,,,,40.0,2.6,,,,False,江西科源种业有限公司、株洲市农业科学研究所、江西科为农作物研究所,416
5848,蜀优975,国审稻20200089,2020.0,国审,,True,True,False,籼,中稻,长江上游中籼迟熟组,640.09,7.8,F优498,649.19,7.37,150.4,,120.7,14.6,24.9,190.4,86.4,28.8,,,5.0,中感稻瘟病,,,9.0,抽穗期耐热性较弱,耐冷性为中间型,61.7,0.7,,16.9,77.0,3.5,6.3,1.0,《食用稻品种品质》,False,四川金安特农业股份有限公司,467
5849,南粳盐 1 号,国审稻20210451,2021.0,国审,,False,False,False,粳,,国家耐盐（碱） 水稻黄淮粳稻组,484.9,7.8,,,,150.5,,,19.0,15.3,121.3,86.2,25.5,,,5.0,中感稻瘟病,,,,,,71.4,3.0,,16.8,,1.8,7.0,2.0,《食用稻品种品质》,False,,571
5850,悦两优 8549,国审稻20216146,2021.0,国审,,True,False,True,籼,中稻,长江中下游中籼迟熟组,604.23,-1.54,丰两优四号,,,130.7,,115.2,18.0,25.4,188.0,85.3,22.2,,,5.0,感稻瘟病,7.0,感白叶枯病,9.0,抽穗期耐热性较强,,62.7,0.8,,16.1,65.0,3.6,6.8,1.0,,False,,527
5851,南粳68,苏审稻20220043,2022.0,省审,苏,False,False,False,粳,,,672.7,3.2,淮稻5号,703.1,5.1,149.0,-1.9,96.1,22.5,,130.0,94.4,25.9,,,5.0,中感稻瘟病,,,,,,75.1,5.0,12.0,11.5,80.0,1.8,,,,False,,454
5852,博Ⅲ优293,桂审稻2015029,2015.0,省审,桂,True,True,False,,晚稻,,,,博优253,520.0,4.75,116.1,-0.5,116.7,15.7,25.4,159.5,83.7,25.3,,,,中感稻瘟病,9.0,高感白叶枯病,,,,64.3,0.4,,15.1,68.0,3.3,,,,False,广西壮族自治区博白县农业科学研究所,506
5853,广两优1813,皖审稻2017021,2017.0,省审,皖,True,False,True,籼,中籼,,,,,,9.03,,,119.7,15.2,25.7,206.8,84.0,28.1,,,,中抗稻瘟病,,中抗白叶枯病,,,,,,,,,,,3.0,部标,False,湖南民生种业科技有限公司,444
5854,神农优452,国审稻20200008,2020.0,国审,,True,True,False,籼,中稻,长江上游中籼迟熟组,635.01,2.17,F优498,594.3,5.24,153.0,,118.0,15.2,24.3,207.0,81.7,26.0,,,5.0,中感稻瘟病,,,9.0,抽穗期耐热性较强,耐冷性较强,59.4,1.1,,18.7,71.0,3.0,6.9,2.0,《食用稻品种品质》,False,重庆中一种业有限公司,444
5855,瑞优7021,川审稻20212010,2021.0,省审,川,True,True,False,籼,中籼,四川科瑞水稻试验联合体中籼迟熟组,587.94,5.71,宜香优2115,586.89,4.96,152.8,,119.8,13.8,26.2,,87.0,28.9,,,,感稻瘟病,,,,,,64.1,2.6,29.0,18.3,66.0,3.7,7.0,2.0,《食用稻品种品质》,False,,615
5856,苏秀867,苏审稻20220074,2022.0,省审,苏,False,False,False,粳,,,,,武运粳27,,,144.6,3.9,89.6,22.2,,118.5,93.2,26.3,,,5.0,中感稻瘟病,,,,,,,,,,,,,,,False,,271
5857,安丰优3618,粤审稻2013029,2013.0,省审,粤,True,True,False,,,,,,种优优122,423.48,8.03,,-2.0,,,,,79.8,,,,,中抗稻瘟病,,感白叶枯病,,,,63.2,4.0,25.0,21.1,,3.0,,3.0,国标,False,广东省农业科学院水稻研究所、广东省金稻种业有限公司,556
5858,美优796,桂审稻2012019,2012.0,省审,桂,True,True,False,,晚稻,,,,博优253,491.6,2.36,122.0,,113.0,17.0,23.7,160.1,80.9,23.1,,,,感稻瘟病,,高感白叶枯病,,,,66.5,1.6,,25.2,45.0,3.62,,,,False,广西农业科学院水稻研究所,567
